Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
ToeSegmentation1,5.16,0.0210,97.5000,89.4737,40,228,278,185,92
ToeSegmentation1,5.11,0.0230,95.0000,88.5965,40,228,278,185,92
ToeSegmentation1,5.11,0.0220,95.0000,84.2105,40,228,278,185,92
ToeSegmentation1,5.09,0.0220,97.5000,85.9649,40,228,278,185,92
ToeSegmentation1,5.10,0.0200,97.5000,83.7719,40,228,278,185,92
ToeSegmentation1,5.07,0.0190,97.5000,83.7719,40,228,278,185,92
ToeSegmentation1,5.11,0.0230,95.0000,83.7719,40,228,278,185,92
ToeSegmentation1,5.09,0.0190,97.5000,83.7719,40,228,278,185,92
ToeSegmentation1,5.10,0.0190,97.5000,83.3333,40,228,278,185,92
ToeSegmentation1,5.10,0.0220,95.0000,83.7719,40,228,278,185,92
Trace,18.19,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.32,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.70,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.32,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.22,0.0180,100.0000,100.0000,100,100,276,184,92
Trace,18.51,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,19.11,0.0190,100.0000,98.0000,100,100,276,184,92
Trace,18.57,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.15,0.0190,100.0000,100.0000,100,100,276,184,92
Trace,18.26,0.0190,100.0000,100.0000,100,100,276,184,92
Wine,6.26,0.0060,98.2456,57.4074,57,54,235,156,78
Wine,6.19,0.0060,98.2456,57.4074,57,54,235,156,78
Wine,6.47,0.0050,98.2456,55.5556,57,54,235,156,78
Wine,6.25,0.0060,98.2456,55.5556,57,54,235,156,78
Wine,6.28,0.0060,98.2456,57.4074,57,54,235,156,78
Wine,6.20,0.0050,98.2456,55.5556,57,54,235,156,78
Wine,5.88,0.0040,96.4912,70.3704,57,54,235,156,78
Wine,6.27,0.0060,98.2456,57.4074,57,54,235,156,78
Wine,6.20,0.0060,98.2456,55.5556,57,54,235,156,78
Wine,6.01,0.0050,96.4912,72.2222,57,54,235,156,78
synthetic_control,5.58,0.0090,100.0000,92.3333,300,300,61,40,20
synthetic_control,4.53,0.0140,100.0000,94.6667,300,300,61,40,20
synthetic_control,3.98,0.0090,98.0000,91.0000,300,300,61,40,20
synthetic_control,4.24,0.0080,98.3333,87.0000,300,300,61,40,20
synthetic_control,3.92,0.0080,98.3333,89.0000,300,300,61,40,20
synthetic_control,3.90,0.0080,97.6667,91.3333,300,300,61,40,20
synthetic_control,3.85,0.0070,97.0000,91.3333,300,300,61,40,20
synthetic_control,4.32,0.0090,100.0000,93.3333,300,300,61,40,20
synthetic_control,4.34,0.0080,99.6667,92.6667,300,300,61,40,20
synthetic_control,4.34,0.0080,100.0000,92.6667,300,300,61,40,20
Adiac,61.60,0.0690,98.9744,48.5934,390,391,177,118,59
Adiac,60.86,0.0740,97.4359,44.7570,390,391,177,118,59
Adiac,60.91,0.0740,97.9487,45.2685,390,391,177,118,59
Adiac,62.59,0.0750,97.4359,44.5013,390,391,177,118,59
Adiac,61.51,0.0850,97.9487,45.0128,390,391,177,118,59
Adiac,60.23,0.0790,97.6923,42.1995,390,391,177,118,59
Adiac,60.14,0.0690,97.9487,43.7340,390,391,177,118,59
Adiac,62.32,0.0890,98.2051,46.8031,390,391,177,118,59
Adiac,60.88,0.0740,97.4359,45.2685,390,391,177,118,59
Adiac,60.10,0.0700,97.9487,43.4783,390,391,177,118,59
Car,87.63,0.0280,96.6667,70.0000,60,60,578,385,192
Car,85.98,0.0400,96.6667,66.6667,60,60,578,385,192
Car,88.92,0.0260,96.6667,71.6667,60,60,578,385,192
Car,84.13,0.0290,95.0000,70.0000,60,60,578,385,192
Car,86.20,0.0320,96.6667,76.6667,60,60,578,385,192
Car,88.13,0.0370,96.6667,68.3333,60,60,578,385,192
Car,85.77,0.0380,98.3333,71.6667,60,60,578,385,192
Car,87.91,0.0270,96.6667,78.3333,60,60,578,385,192
Car,83.89,0.0280,95.0000,71.6667,60,60,578,385,192
Car,87.50,0.0480,98.3333,71.6667,60,60,578,385,192
MALLAT,555.47,5.5800,100.0000,92.6652,55,2345,1025,683,341
MALLAT,531.90,5.3590,100.0000,87.1642,55,2345,1025,683,341
MALLAT,531.06,6.8880,100.0000,92.1109,55,2345,1025,683,341
MALLAT,556.63,6.5710,100.0000,88.5714,55,2345,1025,683,341
MALLAT,554.06,7.0450,100.0000,91.2580,55,2345,1025,683,341
MALLAT,556.08,6.9150,100.0000,88.9126,55,2345,1025,683,341
MALLAT,553.33,5.8470,100.0000,89.4670,55,2345,1025,683,341
MALLAT,555.99,6.6670,100.0000,88.2303,55,2345,1025,683,341
MALLAT,559.55,6.7940,100.0000,85.4158,55,2345,1025,683,341
MALLAT,557.30,7.0420,100.0000,90.9168,55,2345,1025,683,341
DistalPhalanxOutlineAgeGroup,5.02,0.0060,91.5000,66.9065,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,5.57,0.0060,92.2500,65.4676,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,5.12,0.0060,92.5000,68.3453,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,5.04,0.0090,90.7500,74.8201,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,4.90,0.0050,91.2500,64.7482,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,5.21,0.0050,90.7500,63.3094,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,4.87,0.0050,92.7500,64.7482,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,4.97,0.0050,88.7500,66.1871,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,4.74,0.0060,90.0000,67.6259,400,139,81,54,27
DistalPhalanxOutlineAgeGroup,4.80,0.0060,91.5000,66.9065,400,139,81,54,27
DistalPhalanxTW,6.35,0.0070,92.2500,68.3453,400,139,81,54,27
DistalPhalanxTW,6.06,0.0070,92.5000,59.7122,400,139,81,54,27
DistalPhalanxTW,6.31,0.0070,91.7500,67.6259,400,139,81,54,27
DistalPhalanxTW,6.09,0.0060,91.5000,64.7482,400,139,81,54,27
DistalPhalanxTW,5.89,0.0070,91.7500,62.5899,400,139,81,54,27
DistalPhalanxTW,5.75,0.0070,89.7500,64.0288,400,139,81,54,27
DistalPhalanxTW,5.94,0.0060,91.7500,66.9065,400,139,81,54,27
DistalPhalanxTW,6.38,0.0060,95.2500,61.1511,400,139,81,54,27
DistalPhalanxTW,5.88,0.0070,90.5000,66.1871,400,139,81,54,27
DistalPhalanxTW,6.16,0.0060,93.5000,58.2734,400,139,81,54,27
FaceAll,85.26,0.2510,93.0357,61.0651,560,1690,132,88,44
FaceAll,81.12,0.2330,94.8214,61.1243,560,1690,132,88,44
FaceAll,82.79,0.2510,93.7500,60.1775,560,1690,132,88,44
FaceAll,81.23,0.2340,93.7500,62.4260,560,1690,132,88,44
FaceAll,81.87,0.3050,96.4286,61.7160,560,1690,132,88,44
FaceAll,81.91,0.2280,95.1786,63.0769,560,1690,132,88,44
FaceAll,82.67,0.2320,92.5000,63.7870,560,1690,132,88,44
FaceAll,85.76,0.2320,92.5000,59.6450,560,1690,132,88,44
FaceAll,82.69,0.2400,93.7500,63.5503,560,1690,132,88,44
FaceAll,82.85,0.2270,95.7143,59.8817,560,1690,132,88,44
FacesUCR,25.85,0.3040,98.5000,65.1220,200,2050,132,88,44
FacesUCR,23.60,0.2620,95.5000,68.3415,200,2050,132,88,44
FacesUCR,24.78,0.2880,98.5000,69.6585,200,2050,132,88,44
FacesUCR,24.05,0.2860,98.5000,70.2927,200,2050,132,88,44
FacesUCR,23.74,0.2660,97.0000,71.4146,200,2050,132,88,44
FacesUCR,24.95,0.2990,98.0000,65.9024,200,2050,132,88,44
FacesUCR,23.82,0.2820,97.5000,67.5122,200,2050,132,88,44
FacesUCR,23.69,0.2810,97.5000,70.7805,200,2050,132,88,44
FacesUCR,24.07,0.2940,98.0000,63.9512,200,2050,132,88,44
FacesUCR,24.90,0.2890,98.5000,70.6341,200,2050,132,88,44
Herring,98.68,0.0470,96.8750,70.3125,64,64,513,342,171
Herring,99.28,0.0390,96.8750,57.8125,64,64,513,342,171
Herring,113.11,0.0480,93.7500,64.0625,64,64,513,342,171
Herring,103.56,0.0500,100.0000,62.5000,64,64,513,342,171
Herring,117.23,0.0520,92.1875,68.7500,64,64,513,342,171
Herring,93.85,0.0410,82.8125,54.6875,64,64,513,342,171
Herring,101.50,0.0460,96.8750,62.5000,64,64,513,342,171
Herring,92.24,0.0370,87.5000,56.2500,64,64,513,342,171
Herring,118.09,0.0570,92.1875,70.3125,64,64,513,342,171
Herring,97.51,0.0620,95.3125,60.9375,64,64,513,342,171
InsectWingbeatSound,111.55,0.8390,93.6364,52.4242,220,1980,257,171,85
InsectWingbeatSound,102.35,0.8460,96.8182,51.0606,220,1980,257,171,85
InsectWingbeatSound,102.95,0.8070,96.8182,48.7879,220,1980,257,171,85
InsectWingbeatSound,104.89,0.8200,96.3636,49.8485,220,1980,257,171,85
InsectWingbeatSound,105.18,0.8280,98.6364,46.4646,220,1980,257,171,85
InsectWingbeatSound,100.35,0.8280,97.2727,49.4949,220,1980,257,171,85
InsectWingbeatSound,103.75,0.8210,97.7273,46.5657,220,1980,257,171,85
InsectWingbeatSound,103.28,0.8240,95.9091,47.6263,220,1980,257,171,85
InsectWingbeatSound,107.28,0.8280,96.8182,48.5859,220,1980,257,171,85
InsectWingbeatSound,106.51,0.8160,98.1818,47.6263,220,1980,257,171,85
Lighting2,171.86,0.0720,96.6667,70.4918,60,61,638,425,212
Lighting2,190.05,0.1220,98.3333,65.5738,60,61,638,425,212
Lighting2,162.83,0.0720,96.6667,67.2131,60,61,638,425,212
Lighting2,173.49,0.0610,95.0000,72.1311,60,61,638,425,212
Lighting2,164.92,0.0670,96.6667,72.1311,60,61,638,425,212
Lighting2,191.01,0.0840,98.3333,73.7705,60,61,638,425,212
Lighting2,164.08,0.0730,95.0000,65.5738,60,61,638,425,212
Lighting2,189.64,0.0940,98.3333,70.4918,60,61,638,425,212
Lighting2,183.86,0.0850,98.3333,59.0164,60,61,638,425,212
Lighting2,175.78,0.0710,98.3333,68.8525,60,61,638,425,212
Lighting7,48.57,0.0420,98.5714,64.3836,70,73,320,213,106
Lighting7,53.09,0.0460,100.0000,53.4247,70,73,320,213,106
Lighting7,52.88,0.0470,100.0000,58.9041,70,73,320,213,106
Lighting7,50.92,0.0450,100.0000,60.2740,70,73,320,213,106
Lighting7,47.45,0.0430,98.5714,54.7945,70,73,320,213,106
Lighting7,47.31,0.0410,98.5714,57.5342,70,73,320,213,106
Lighting7,47.32,0.0420,98.5714,50.6849,70,73,320,213,106
Lighting7,46.08,0.0400,98.5714,60.2740,70,73,320,213,106
Lighting7,49.90,0.0460,100.0000,58.9041,70,73,320,213,106
Lighting7,52.69,0.0460,100.0000,56.1644,70,73,320,213,106
MiddlePhalanxOutlineAgeGroup,4.94,0.0080,89.5000,50.6494,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.03,0.0070,86.5000,48.7013,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,4.97,0.0070,86.7500,48.7013,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.12,0.0080,89.2500,56.4935,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.17,0.0090,91.2500,53.8961,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.24,0.0080,89.7500,47.4026,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,4.85,0.0070,87.7500,58.4416,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.02,0.0070,89.0000,54.5455,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.13,0.0070,87.2500,53.8961,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,4.89,0.0070,87.2500,59.0909,400,154,81,54,27
MiddlePhalanxTW,6.57,0.0070,77.4436,46.1039,399,154,81,54,27
MiddlePhalanxTW,6.70,0.0070,79.4486,53.2468,399,154,81,54,27
MiddlePhalanxTW,6.66,0.0070,79.4486,52.5974,399,154,81,54,27
MiddlePhalanxTW,6.94,0.0080,77.6942,54.5455,399,154,81,54,27
MiddlePhalanxTW,6.62,0.0070,79.9499,50.0000,399,154,81,54,27
MiddlePhalanxTW,6.75,0.0090,78.4461,53.8961,399,154,81,54,27
MiddlePhalanxTW,6.76,0.0090,77.4436,57.1429,399,154,81,54,27
MiddlePhalanxTW,6.63,0.0070,75.1880,52.5974,399,154,81,54,27
MiddlePhalanxTW,6.59,0.0070,77.9449,49.3506,399,154,81,54,27
MiddlePhalanxTW,6.75,0.0070,79.1980,46.7532,399,154,81,54,27
ProximalPhalanxTW,5.27,0.0080,92.2500,70.2439,400,205,81,54,27
ProximalPhalanxTW,5.23,0.0070,92.2500,71.2195,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0090,90.7500,77.0732,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0080,91.5000,74.1463,400,205,81,54,27
ProximalPhalanxTW,5.36,0.0080,92.5000,75.6098,400,205,81,54,27
ProximalPhalanxTW,5.31,0.0080,92.5000,72.1951,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0080,92.2500,71.7073,400,205,81,54,27
ProximalPhalanxTW,5.52,0.0090,92.2500,72.1951,400,205,81,54,27
ProximalPhalanxTW,5.53,0.0080,92.7500,68.7805,400,205,81,54,27
ProximalPhalanxTW,5.47,0.0090,92.0000,69.7561,400,205,81,54,27
SwedishLeaf,54.49,0.0740,93.6000,74.4000,500,625,129,86,43
SwedishLeaf,56.06,0.0750,94.4000,71.0400,500,625,129,86,43
SwedishLeaf,53.21,0.0690,95.8000,74.2400,500,625,129,86,43
SwedishLeaf,52.86,0.0690,93.8000,74.8800,500,625,129,86,43
SwedishLeaf,52.69,0.0730,92.4000,75.0400,500,625,129,86,43
SwedishLeaf,53.65,0.0820,92.8000,70.0800,500,625,129,86,43
SwedishLeaf,50.45,0.0750,96.0000,72.8000,500,625,129,86,43
SwedishLeaf,52.97,0.0790,92.8000,72.8000,500,625,129,86,43
SwedishLeaf,50.56,0.0690,92.0000,71.2000,500,625,129,86,43
SwedishLeaf,52.29,0.0760,95.0000,72.8000,500,625,129,86,43
MiddlePhalanxOutlineCorrect,17.59,0.0230,82.0000,70.1031,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.21,0.0140,80.6667,75.9450,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.24,0.0280,82.1667,73.8832,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.62,0.0150,83.0000,72.1649,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.84,0.0120,83.1667,72.5086,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.21,0.0110,82.8333,70.1031,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.30,0.0140,82.0000,71.1340,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.67,0.0130,78.6667,63.5739,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.50,0.0130,83.1667,72.8522,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.20,0.0120,84.5000,68.7285,600,291,81,54,27
DistalPhalanxOutlineCorrect,10.61,0.0100,89.6667,70.6522,600,276,81,54,27
DistalPhalanxOutlineCorrect,8.93,0.0080,87.3333,75.7246,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.41,0.0090,87.1667,76.8116,600,276,81,54,27
DistalPhalanxOutlineCorrect,11.71,0.0110,90.0000,71.3768,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.20,0.0100,86.5000,75.0000,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.00,0.0100,87.1667,68.8406,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.70,0.0080,89.0000,74.2754,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.62,0.0090,86.1667,71.7391,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.09,0.0100,86.6667,73.9130,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.45,0.0080,88.0000,76.0870,600,276,81,54,27
